filename,total_duration,phase_number,phase_type,start_time,end_time,duration,avg_energy,avg_brightness,avg_roughness,onset_density,mood_descriptors
Timeliner.wav,172.87256235827664,1,Introduction,0.0,20.59609977324263,20.59609977324263,0.06889971,517.4830799398297,0.015828404646984217,0.48552881905298756,balanced
Timeliner.wav,172.87256235827664,2,Build-up/Energetic,20.59609977324263,35.631020408163266,15.034920634920635,0.14577512,642.6819550901414,0.02414333976833977,2.5274493243243246,percussive
Timeliner.wav,172.87256235827664,3,Build-up/Energetic,35.631020408163266,51.2,15.568979591836737,0.1516163,1784.7477800542279,0.06623620723806861,7.386482802013422,percussive
Timeliner.wav,172.87256235827664,4,Build-up/Energetic,51.2,67.32625850340136,16.12625850340136,0.20053652,1824.1521389253821,0.07413543635259179,6.38709840712743,percussive
Timeliner.wav,172.87256235827664,5,Build-up/Energetic,67.32625850340136,80.48036281179138,13.154104308390018,0.2318398,1792.979408233085,0.0707154505461165,6.461861484995589,percussive
Timeliner.wav,172.87256235827664,6,Climax/Peak,80.48036281179138,97.5934693877551,17.113106575963727,0.17404833,1920.8729599284916,0.0785960555885346,3.8566930970149236,percussive
Timeliner.wav,172.87256235827664,7,Climax/Peak,97.5934693877551,123.61142857142858,26.01795918367347,0.19600673,824.2168026514158,0.033994484883980366,2.3060993975903616,energetic
Timeliner.wav,172.87256235827664,8,Climax/Peak,123.61142857142858,137.9265306122449,14.315102040816328,0.18696347,2033.258758152099,0.0685748048459043,6.636348083941606,"exuberant, percussive"
Timeliner.wav,172.87256235827664,9,Climax/Peak,137.9265306122449,152.4622222222222,14.535691609977306,0.21425077,1565.512540473567,0.0598115257793765,3.027031749201282,percussive
Timeliner.wav,172.87256235827664,10,Conclusion,152.4622222222222,172.87256235827664,20.41034013605443,0.070971765,660.1921707130984,0.02143080008172257,0.09798954778156993,droning
2021 12 20 chiminy biscuits.aif,328.0,1,Rhythmic/Percussive,0.0,18.52952380952381,18.52952380952381,0.013592357,1190.3409409651574,0.011237505384555138,4.263466282894737,subtle
2021 12 20 chiminy biscuits.aif,328.0,2,Rhythmic/Percussive,18.52952380952381,30.243990929705216,11.714467120181407,0.014970519,1207.4106148310284,0.00854758346754212,8.451088639742318,subtle
